Salutation,First Name,Last Name,Company,Title,Email,Phone,Mobile,Fax,Website,Lead Source,Industry,Lead Status,Rating,No. of Employees,Annual Revenue,Street,City,State/Province,Zip/Postal Code,Country,Product Interest,Current Generator(s),SIC Code,Primary,Number of Locations,Description
Mr.,Jan,Kwiatkowski,Kwiatkowski Energy S.A.,,jan.kwiatkowski@kwiatkowskienergy.com,,+821 631757048,,,Phone Inquiry,Energy,Open - Not Contacted,,,,234 Rua Augusta,Warsaw,,00-001,Poland,,,,,,
,Amadou,Diallo,ADiallo Global SARL,,amadou.diallo@adialloglobal.com,+629 593028933,,,https://www.adialloglobal.com,,,Open - Not Contacted,,1000,5000000,118 Rue de la Paix,Dakar,,10000,Senegal,,,,No,,"Met at trade show, interested in bulk pricing."
Dr.,Joseph,Wilson,JWilson Holdings LLC,Procurement Director,joseph.wilson@jwilsonholdings.com,+946 819010480,+88 267965485,,,,,Open - Not Contacted,,,,171 Hauptstrasse,San Antonio,,,United States,,,,No,1,
Mr.,Finn,Fischer,FFischer Group AG,CTO,finn.fischer@ffischergroup.com,+340 482209870,+560 944716489,,,,,Open - Not Contacted,Cold,,,73 Church Road,Frankfurt,,60311,Germany,GC1000 series,In-house legacy unit,,,,
Dr.,Claire,Petit,Petit International SAS,Procurement Director,claire.petit@petitinternational.com,,+415 631374704,,https://www.petitinternational.com,,Retail,Open - Not Contacted,,,,,Lille,,,France,GC3000 series,,,No,,
,Lisa,Johnson,Johnson Services LLC,,lisa.johnson@johnsonservices.com,+702 865784972,,,https://www.johnsonservices.com,Phone Inquiry,Healthcare,Open - Not Contacted,,500,,29 Zone Industrielle,San Diego,,,United States,GC1000 series,,,No,2,"Met at trade show, interested in bulk pricing."
,Marie,Simon,MSimon Services SAS,VP Marketing,marie.simon@msimonservices.com,,+223 970045975,,https://www.msimonservices.com,Phone Inquiry,Utilities,Open - Not Contacted,Warm,80,,73 Boulevard Central,Angers,,49000,France,,,,,,
Ms.,Thomas,Girard,TGirard Global SA,Owner,thomas.girard@tgirardglobal.com,+370 288776235,+350 965014398,,,Purchased List,,Open - Not Contacted,Cold,,,,Bordeaux,,33000,France,GC1000 series,,,No,,
Mr.,Juan,Gonzalez,JGonzalez Consulting S.A.,Head of Procurement,juan.gonzalez@jgonzalezconsulting.com,+731 596413557,,,,,,Open - Not Contacted,Warm,80,,,Barcelona,,08001,Spain,GC1000 series,,3934,No,1,
Prof.,Karen,Wilson,Wilson Innovations Inc.,Owner,karen.wilson@wilsoninnovations.com,+229 916164431,,+477 551701149,https://www.wilsoninnovations.com,Web,Hospitality,Open - Not Contacted,,,2500000,,,,,United States,,,,,5,
Mrs.,Michel,Robert,Robert Corp SA,CFO,michel.robert@robertcorp.com,+739 130921814,+71 262451159,,,,Utilities,Open - Not Contacted,,25,10000000,150 High Street,Lyon,,69001,France,,,,No,20,Looking to replace aging equipment fleet.
Mr.,Claire,Lefebvre,CLefebvre Industries SA,IT Director,claire.lefebvre@clefebvreindustries.com,+883 489047966,,,https://www.clefebvreindustries.com,Purchased List,Food & Beverage,Open - Not Contacted,,,2500000,,,,06000,France,GC5000 series,,6796,No,,Referred by an existing customer.
,Linda,Jones,LJones Dynamics Corp.,,linda.jones@ljonesdynamics.com,,,,,Purchased List,Apparel,Open - Not Contacted,,,,36 High Street,San Diego,,92101,United States,,,,No,,
Prof.,Aurelie,Lefebvre,ALefebvre Innovations SARL,Managing Director,aurelie.lefebvre@alefebvreinnovations.com,+465 245000560,,,,Phone Inquiry,,Closed - Converted,,,,94 Station Road,Paris,,75001,France,,,,Yes,,
Ms.,Pierre,David,PDavid Systems SAS,,pierre.david@pdavidsystems.com,+911 477323835,,,,,Utilities,Open - Not Contacted,,120,,,Angers,,,France,,,,No,,
Mr.,Julien,Roux,JRoux Holdings SA,Sales Director,julien.roux@jrouxholdings.com,+594 552805286,,,,,,Open - Not Contacted,Hot,,,,Lille,,59000,France,,GC500 series,,Yes,3,
Prof.,Sofia,Weber,SWeber Holdings AG,Owner,sofia.weber@sweberholdings.com,,,,https://www.sweberholdings.com,Purchased List,,Open - Not Contacted,,1000,,,Berlin,,,Germany,GC1020 series,,9624,,,
Mr.,Sophie,David,David Technologies SARL,,sophie.david@davidtechnologies.com,,,,https://www.davidtechnologies.com,Phone Inquiry,Retail,Open - Not Contacted,,,,,,,49000,France,,,,,,Looking to replace aging equipment fleet.
Ms.,Alexandre,David,David Innovations SA,General Manager,alexandre.david@davidinnovations.com,+378 375729850,,,,Phone Inquiry,Shipping,Open - Not Contacted,Hot,,1000000,161 Business Park Way,Reims,,51100,France,,,,Yes,,Follow up after product demo webinar.
,,Bertrand,Bertrand Logistics SAS,Sales Director,contact@bertrandlogistics.com,+306 692876762,,,,Other,Government,Open - Not Contacted,,,50000,53 Zone Industrielle,Marseille,,13001,France,,,,Yes,1,
,Claire,Moreau,Moreau Corp SAS,,claire.moreau@moreaucorp.com,,+379 563695915,,,,Banking,Open - Not Contacted,,,,150 Rue Victor Hugo,Lille,,59000,France,,,,,,"Met at trade show, interested in bulk pricing."
Dr.,Nathalie,Thomas,Thomas Energy SARL,Operations Manager,nathalie.thomas@thomasenergy.com,,+231 549344015,,,Partner Referral,Retail,Open - Not Contacted,Hot,2500,,188 Rue de la Paix,Lyon,,69001,France,,,,Yes,1,
Dr.,Sophie,Durand,SDurand Enterprises SAS,,sophie.durand@sdurandenterprises.com,+340 748872850,,,https://www.sdurandenterprises.com,Web,,Closed - Converted,,,,,Lyon,,,France,GC1020 series,,,No,,
,Jean,Michel,Michel Solutions SARL,,,+165 651741993,+768 521040982,,https://www.michelsolutions.com,,Retail,Open - Not Contacted,,,,,Paris,,75001,France,,,,Yes,1,
Ms.,,Girard,SGirard Services SARL,Supply Chain Manager,,+335 453314199,,,,Partner Referral,Entertainment,Open - Not Contacted,Cold,,,,,,13001,France,GC3000 series,,,No,,
Mrs.,,Williams,Williams International Corp.,,contact@williamsinternational.com,,+986 515134794,,https://www.williamsinternational.com,,Consulting,Open - Not Contacted,,5,,207 Boulevard Central,New York,,,United States,GC1020 series,In-house legacy unit,,,,Looking to replace aging equipment fleet.
Dr.,Isabelle,Petit,Petit Systems SA,Sales Director,,,,,,Partner Referral,Telecommunications,Open - Not Contacted,Warm,,2500000,,Nice,,,France,,,,,,Inbound inquiry about maintenance contracts.
Dr.,Wei,Wang,"Wang Energy Co., Ltd.",,wei.wang@wangenergy.com,,,,,,,Working - Contacted,Warm,12,,,Shenzhen,,518000,China,,,,No,,
Mrs.,Thomas,Johnson,TJohnson Holdings PLC,,thomas.johnson@tjohnsonholdings.com,+283 737339300,,,,Other,Insurance,Open - Not Contacted,,,,,Manchester,,M1 1AE,United Kingdom,GC5000 series,,,,,
,Isabelle,Dubois,Dubois Systems SARL,Head of Procurement,isabelle.dubois@duboissystems.com,+31 581451022,,+754 768415071,,Partner Referral,Banking,Open - Not Contacted,,,,,Strasbourg,,67000,France,,Competitor Y200,4876,No,,
Prof.,Noah,Weber,Weber Systems AG,Operations Manager,noah.weber@webersystems.com,+27 620667011,,,,Partner Referral,Recreation,Open - Not Contacted,,50,50000,,Frankfurt,,60311,Germany,GC5000 series,None,,No,,
Prof.,Elias,Muller,EMuller Energy AG,Head of Procurement,,,,,https://www.emullerenergy.com,Other,Government,Open - Not Contacted,,500,,14 Innovation Drive,Hamburg,,20095,Germany,,Other Corp X100,,,,
,,Vincent,CVincent Technologies SAS,VP Sales,,+675 643018218,,+631 764900439,https://www.cvincenttechnologies.com,Other,Utilities,Open - Not Contacted,,,,217 Rue de la Paix,Montpellier,,,France,GC3000 series,GC800 series,,,,
Mrs.,Rim,Ferjani,Ferjani Enterprises SA,,rim.ferjani@ferjanienterprises.com,+252 435630898,,,,,Transportation,Open - Not Contacted,,,,37 Calle Mayor,Sousse,,4000,Tunisia,GC1020 series,GC800 series,,,,
Dr.,Laurent,Leroy,Leroy Global SAS,,laurent.leroy@leroyglobal.com,,,,,,Environmental,Open - Not Contacted,,50,,,Lyon,,69001,France,,,,Yes,,Attended regional partner event.
Mr.,,Michel,JMichel Energy SARL,IT Director,contact@jmichelenergy.com,+867 835840463,,,,,,Open - Not Contacted,Hot,,250000,,Reims,,51100,France,,,,,,
,Luca,Graf,Graf International AG,CTO,luca.graf@grafinternational.com,,,,https://www.grafinternational.com,Phone Inquiry,Biotechnology,Open - Not Contacted,Cold,5,120000,,Lausanne,,,Switzerland,GC1000 series,,,,20,
Ms.,Laurent,Leroy,LLeroy Technologies SA,VP Marketing,laurent.leroy@lleroytechnologies.com,,,,,Web,Food & Beverage,Open - Not Contacted,Hot,,,,Lyon,,69001,France,,,,,,
Ms.,Henry,Smith,HSmith Consulting Ltd.,Head of Procurement,henry.smith@hsmithconsulting.com,,,,,Phone Inquiry,,Open - Not Contacted,Cold,,,97 Station Road,Glasgow,,G1 1AA,United Kingdom,GC1020 series,,7131,,,
Ms.,Antonio,Pinto,APinto Holdings S.A.,,antonio.pinto@apintoholdings.com,,+329 713713165,,,Purchased List,,Open - Not Contacted,,2500,,,Braga,,,Portugal,GC3000 series,,1506,Yes,,
Ms.,Elsa,Pettersson,EPettersson International AB,VP Sales,elsa.pettersson@epetterssoninternational.com,+71 613156663,,,https://www.epetterssoninternational.com,,,Open - Not Contacted,,5,,248 Boulevard Central,Stockholm,,111 21,Sweden,,,,No,,
Mr.,Sophie,Bertrand,Bertrand Partners SAS,VP Sales,sophie.bertrand@bertrandpartners.com,,,,https://www.bertrandpartners.com,Partner Referral,,Open - Not Contacted,Warm,2500,,35 Zone Industrielle,Lille,,59000,France,GC3000 series,,,No,5,
Dr.,Anil,Choudhury,AChoudhury Services Pvt. Ltd.,,anil.choudhury@achoudhuryservices.com,+975 979651607,+153 123228017,,https://www.achoudhuryservices.com,,,Open - Not Contacted,,5,,,,,600001,India,,,,No,,
Dr.,Julien,Laurent,JLaurent Holdings SARL,,,+623 169733842,+487 392858314,,,,Telecommunications,Open - Not Contacted,,,,,Lille,,59000,France,GC3000 series,,,No,2,
Mr.,Camille,Bernard,CBernard Solutions SAS,,camille.bernard@cbernardsolutions.com,,,,,Web,Other,Open - Not Contacted,,,,235 Calle Mayor,Dijon,,21000,France,,,,,,
Dr.,Jean,Simon,Simon Technologies SA,,jean.simon@simontechnologies.com,+241 389042391,,,https://www.simontechnologies.com,Other,,Open - Not Contacted,,,,227 Rua Augusta,Strasbourg,,67000,France,,,,,,
Dr.,Antoine,Lefebvre,Lefebvre Systems SAS,Buyer,antoine.lefebvre@lefebvresystems.com,,,,https://www.lefebvresystems.com,Purchased List,Banking,Open - Not Contacted,,,,216 Avenue Foch,Grenoble,,38000,France,GC3000 series,,,,5,Referred by an existing customer.
Mr.,Isabelle,Martin,Martin Solutions SARL,Facilities Manager,,+908 167353357,+508 171078287,,,Partner Referral,Healthcare,Open - Not Contacted,,,2500000,239 Park Lane,Bordeaux,,33000,France,GC3000 series,,,Yes,,"Existing customer, expansion opportunity."
Mrs.,Javier,Alonso,Alonso Power S.L.,,javier.alonso@alonsopower.com,+513 477767769,,,,Phone Inquiry,,Open - Not Contacted,Cold,12,,,Bilbao,,48001,Spain,GC1000 series,Other Corp X100,,Yes,,
,Harry,Walker,HWalker International Ltd.,Sales Director,harry.walker@hwalkerinternational.com,,,,https://www.hwalkerinternational.com,Purchased List,Electronics,Open - Not Contacted,Cold,,5000000,,Bristol,,BS1 1AA,United Kingdom,,In-house legacy unit,,No,1,Inbound inquiry about maintenance contracts.
Mrs.,Sunita,Joshi,Joshi Dynamics Pvt. Ltd.,President,sunita.joshi@joshidynamics.com,,+346 187367064,,,Partner Referral,Apparel,Open - Not Contacted,Warm,,,,Chennai,,600001,India,,,,,20,
Dr.,Maximilian,Schulz,MSchulz Group AG,CFO,maximilian.schulz@mschulzgroup.com,+215 743739891,+825 815813974,,https://www.mschulzgroup.com,Phone Inquiry,,Open - Not Contacted,,50,,192 Park Lane,Stuttgart,,70173,Germany,GC5000 series,,,Yes,20,Expressed interest during cold call.
Mrs.,Rania,Benali,Benali Energy SARL,President,rania.benali@benalienergy.com,+127 235259577,+330 431800123,,,Purchased List,Hospitality,Open - Not Contacted,,,,228 Innovation Drive,Constantine,,25000,Algeria,GC1020 series,,,,,
Ms.,Mathieu,Garcia,Garcia Global SAS,,mathieu.garcia@garciaglobal.com,,+970 330087920,+455 655252674,,Purchased List,,Open - Not Contacted,,,,,,,49000,France,GC1000 series,,,Yes,,
,Antoine,Bernard,ABernard Solutions SAS,Buyer,antoine.bernard@abernardsolutions.com,+627 547137108,+701 551568151,,,Purchased List,,Open - Not Contacted,,120,,116 Station Road,,,31000,France,GC3000 series,,,,5,
,Charlie,Taylor,Taylor Energy PLC,,charlie.taylor@taylorenergy.com,,,,https://www.taylorenergy.com,Phone Inquiry,Government,Open - Not Contacted,Hot,250,,93 Rue de la Paix,Edinburgh,,EH1 1AA,United Kingdom,,,,Yes,,
Mr.,Thomas,Petit,TPetit Holdings SAS,Operations Manager,thomas.petit@tpetitholdings.com,,,,,Other,Communications,Working - Contacted,,,120000,64 Commerce Blvd,Reims,,,France,GC1020 series,,,No,,
Ms.,,Michel,AMichel Industries SAS,Facilities Manager,contact@amichelindustries.com,+381 197118688,,,,,Government,Open - Not Contacted,,,,,Marseille,,13001,France,,,,No,,
Mr.,Matteo,Ricci,Ricci Innovations S.r.l.,,matteo.ricci@ricciinnovations.com,+650 337409946,+178 937430524,,https://www.ricciinnovations.com,,Entertainment,Open - Not Contacted,,,,163 Church Road,Bologna,,,Italy,GC3000 series,,,No,,
Mr.,Antoine,Bernard,Bernard Global SAS,,antoine.bernard@bernardglobal.com,,,,https://www.bernardglobal.com,,Finance,Open - Not Contacted,,,,113 Boulevard Central,Marseille,,13001,France,GC3000 series,Competitor Y200,,Yes,10,
,Louis,Willems,LWillems Dynamics SA,,louis.willems@lwillemsdynamics.com,+695 856748995,,,,Phone Inquiry,,Open - Not Contacted,,2500,,,Brussels,,1000,Belgium,GC5000 series,,,,2,
Mr.,,Durand,Durand Services SA,Operations Manager,contact@durandservices.com,,+496 872967268,,,,Hospitality,Open - Not Contacted,,,,,Lille,,,France,GC1020 series,,,Yes,,Follow up after product demo webinar.
Dr.,Charlotte,Thomas,Thomas Energy Ltd.,,,+655 158442674,,,https://www.thomasenergy.com,Web,,Open - Not Contacted,,,,,,,M1 1AE,United Kingdom,,,,Yes,,
Mrs.,Jun,Yang,"Yang Power Co., Ltd.",CEO,jun.yang@yangpower.com,+316 747552461,,,,Web,,Working - Contacted,Hot,,,,Beijing,,,China,GC1000 series,,,Yes,,Follow up after product demo webinar.
Mr.,Thomas,Moreau,TMoreau Holdings SARL,Purchasing Manager,thomas.moreau@tmoreauholdings.com,+659 547998956,,,https://www.tmoreauholdings.com,,,Open - Not Contacted,,,,,Angers,,49000,France,,,,,,
Dr.,Noah,Fischer,NFischer Partners GmbH,COO,noah.fischer@nfischerpartners.com,+286 848174606,,,https://www.nfischerpartners.com,Purchased List,,Open - Not Contacted,,,,,Lausanne,,1003,Switzerland,GC1000 series,,,,,Referred by an existing customer.
,Benjamin,Roy,BRoy Partners Inc.,,benjamin.roy@broypartners.com,+13 558876968,,,,Other,,Open - Not Contacted,,,,222 Calle Mayor,Ottawa,,K1P 1J1,Canada,GC1020 series,GC500 series,,Yes,1,
Dr.,Camille,Girard,CGirard Technologies SARL,,,+768 241096074,,,https://www.cgirardtechnologies.com,,,Open - Not Contacted,,,1000000,39 Industrial Ave,Rennes,,35000,France,GC1000 series,,,,,
Dr.,Michel,Leroy,Leroy Holdings SARL,Head of Procurement,michel.leroy@leroyholdings.com,+641 265542934,,,https://www.leroyholdings.com,Phone Inquiry,,Open - Not Contacted,Cold,,,231 Boulevard Central,Nantes,,,France,,,,Yes,,Inbound inquiry about maintenance contracts.
Mr.,,Martin,CMartin Corp SAS,,contact@cmartincorp.com,,,,,,,Open - Not Contacted,Cold,,,,Nice,,06000,France,GC3000 series,,,Yes,,
Mrs.,,Chaouachi,Chaouachi Consulting SARL,,contact@chaouachiconsulting.com,,,,,Partner Referral,Education,Closed - Converted,,2500,,,Tunis,,1000,Tunisia,GC1000 series,,6844,Yes,,
Dr.,Valerie,Leroy,Leroy Enterprises SAS,,valerie.leroy@leroyenterprises.com,,,,,,,Open - Not Contacted,Warm,,,,Reims,,51100,France,GC5000 series,,,Yes,,Requested a quote via website contact form.
Prof.,Celine,Simon,Simon Solutions SARL,,celine.simon@simonsolutions.com,+723 976132106,,,https://www.simonsolutions.com,Phone Inquiry,Finance,Open - Not Contacted,,,,195 Zone Industrielle,Lyon,,69001,France,GC5000 series,,,No,3,
,Camille,Michel,CMichel International SAS,CTO,camille.michel@cmichelinternational.com,+245 497939599,,,https://www.cmichelinternational.com,Purchased List,Retail,Open - Not Contacted,,,,,Nice,,06000,France,,,,,5,
Mr.,Levi,Jansen,LJansen Power B.V.,Plant Manager,,,,,,,,Open - Not Contacted,,2500,,122 Station Road,The Hague,,2511,Netherlands,GC1020 series,,5280,,,Expressed interest during cold call.
Mrs.,Claire,Fournier,CFournier Power SAS,Buyer,claire.fournier@cfournierpower.com,+16 249724506,,,https://www.cfournierpower.com,Phone Inquiry,,Open - Not Contacted,Hot,,,,,,69001,France,,,,Yes,,
Mr.,Ella,Jonsson,Jonsson Industries AB,,ella.jonsson@jonssonindustries.com,+215 698307414,+918 368108970,,,Partner Referral,,Open - Not Contacted,,,500000,,Malmo,,,Sweden,,,,Yes,20,
Mr.,Nicolas,Vincent,Vincent Power SARL,,nicolas.vincent@vincentpower.com,+201 781694209,+908 158838709,+311 163852145,https://www.vincentpower.com,Purchased List,,Open - Not Contacted,,,120000,101 Innovation Drive,Bordeaux,,,France,,,,,,
Dr.,Sophie,Durand,SDurand Technologies SA,VP Sales,sophie.durand@sdurandtechnologies.com,,,,,,Not For Profit,Open - Not Contacted,,,,,Nice,,06000,France,GC1020 series,,,,,
,Samira,Alaoui,SAlaoui Enterprises SARL,General Manager,,+869 540784021,,,,Purchased List,Healthcare,Working - Contacted,,25,,,Rabat,,10000,Morocco,,,4437,,,
,Michel,Laurent,Laurent Group SARL,,michel.laurent@laurentgroup.com,+398 631967075,,,https://www.laurentgroup.com,Phone Inquiry,,Open - Not Contacted,Hot,,,,Nantes,,,France,GC3000 series,,,,,
Dr.,,Kefi,Kefi Partners SARL,,contact@kefipartners.com,,+798 844014192,,,Purchased List,Finance,Open - Not Contacted,,500,2500000,,Sfax,,3000,Tunisia,,,,No,1,
Ms.,Sandrine,Bertrand,Bertrand Solutions SA,,sandrine.bertrand@bertrandsolutions.com,,+976 589515107,,https://www.bertrandsolutions.com,Partner Referral,,Open - Not Contacted,,500,,,Montpellier,,,France,GC5000 series,None,,No,2,
,Isabelle,Thomas,Thomas International SAS,,isabelle.thomas@thomasinternational.com,,+672 599552332,,https://www.thomasinternational.com,Purchased List,,Open - Not Contacted,,50,120000,,Lyon,,69001,France,GC1000 series,,,No,,
Mrs.,Ahmed,Al Falasi,AAl Falasi Global FZE,,ahmed.alfalasi@aalfalasiglobal.com,+812 453620722,,,https://www.aalfalasiglobal.com,Phone Inquiry,Finance,Open - Not Contacted,Cold,,,224 Bahnhofstrasse,Sharjah,,,United Arab Emirates,,,7962,Yes,,
Dr.,Francesco,Ricci,Ricci Group S.p.A.,Owner,francesco.ricci@riccigroup.com,,,,,Purchased List,,Open - Not Contacted,,500,,249 Market Street,Bologna,,,Italy,GC3000 series,,,Yes,,
,Aurelie,Bernard,ABernard Energy SA,Buyer,aurelie.bernard@abernardenergy.com,,,,https://www.abernardenergy.com,Web,,Open - Not Contacted,,,5000000,129 Hauptstrasse,Lille,,59000,France,GC1000 series,,,Yes,,
Prof.,Claire,Petit,Petit Technologies SAS,VP Sales,claire.petit@petittechnologies.com,,,,,Phone Inquiry,,Open - Not Contacted,,25,1000000,2 Market Street,Lyon,,69001,France,,,,,,
Prof.,Sophie,Durand,Durand Systems SARL,Procurement Director,sophie.durand@durandsystems.com,,+22 648186811,,https://www.durandsystems.com,Web,Consulting,Open - Not Contacted,,12,5000000,,Grenoble,,38000,France,,Other Corp X100,,,,
Prof.,Beatriz,Lima,BLima Innovations S.A.,Buyer,beatriz.lima@blimainnovations.com,+609 440359901,,,https://www.blimainnovations.com,,Retail,Open - Not Contacted,,80,250000,,Rio de Janeiro,,20000-000,Brazil,GC1000 series,,,No,,
Mr.,Camille,Vincent,CVincent Power SARL,Sales Director,camille.vincent@cvincentpower.com,+651 547054585,,,https://www.cvincentpower.com,Phone Inquiry,Media,Open - Not Contacted,,,,,Strasbourg,,,France,,None,,,,Inbound inquiry about maintenance contracts.
Ms.,Meryem,Ouazzani,MOuazzani Industries SARL,Supply Chain Manager,meryem.ouazzani@mouazzaniindustries.com,+763 156614414,,,,,Retail,Open - Not Contacted,,,,,Rabat,,,Morocco,GC1020 series,,,,,
,Marie,Durand,MDurand Corp SARL,CFO,marie.durand@mdurandcorp.com,,+368 781621296,,,Phone Inquiry,Agriculture,Working - Contacted,Cold,,,101 Calle Mayor,Strasbourg,,67000,France,,GC800 series,,,,
Dr.,,Lopez,Lopez International S.A.,Managing Director,contact@lopezinternational.com,,,,https://www.lopezinternational.com,Other,Chemicals,Open - Not Contacted,,,,,Seville,,41001,Spain,GC1000 series,,8583,Yes,,Expressed interest during cold call.
Prof.,Jonas,Koch,Koch Energy GmbH,Sales Director,jonas.koch@kochenergy.com,,+35 193134088,,,Phone Inquiry,,Open - Not Contacted,Hot,2500,250000,,Munich,,80331,Germany,,,,No,,
Dr.,Celine,Bernard,Bernard Holdings SAS,Operations Manager,,+427 919669496,,,,Partner Referral,,Open - Not Contacted,,,10000000,,Reims,,,France,GC1020 series,In-house legacy unit,,Yes,,Attended regional partner event.
,Adam,Dubois,ADubois Industries SA,Facilities Manager,adam.dubois@aduboisindustries.com,,+166 372157065,+641 241080809,,,,Closed - Not Converted,,,,,,,8000,Belgium,,,,,,
